# z  H_LCDM[1/Mpc]  H_GREA[1/Mpc]  H_ratio-1  w_GREA
2.673675191e-01 2.663326321e-04 2.645954303e-04 -6.522677295e-03 -1.072203113e+00
2.683893339e-01 2.664792096e-04 2.647305041e-04 -6.562258724e-03 -1.072429500e+00
2.694119725e-01 2.666260612e-04 2.648658293e-04 -6.601875076e-03 -1.072655451e+00
2.704354356e-01 2.667731872e-04 2.650014063e-04 -6.641525536e-03 -1.072880965e+00
2.714597239e-01 2.669205880e-04 2.651372357e-04 -6.681209283e-03 -1.073106041e+00
2.724848380e-01 2.670682640e-04 2.652733181e-04 -6.720925497e-03 -1.073330677e+00
2.735107786e-01 2.672162157e-04 2.654096541e-04 -6.760673359e-03 -1.073554872e+00
2.745375464e-01 2.673644434e-04 2.655462443e-04 -6.800452049e-03 -1.073778625e+00
2.755651420e-01 2.675129475e-04 2.656830892e-04 -6.840260754e-03 -1.074001935e+00
2.765935661e-01 2.676617285e-04 2.658201894e-04 -6.880098661e-03 -1.074224801e+00
2.776228194e-01 2.678107868e-04 2.659575455e-04 -6.919964955e-03 -1.074447221e+00
2.786529025e-01 2.679601227e-04 2.660951581e-04 -6.959858822e-03 -1.074669194e+00
2.796838162e-01 2.681097367e-04 2.662330277e-04 -6.999779451e-03 -1.074890720e+00
2.807155609e-01 2.682596292e-04 2.663711549e-04 -7.039726035e-03 -1.075111796e+00
2.817481376e-01 2.684098005e-04 2.665095403e-04 -7.079697756e-03 -1.075332423e+00
2.827815467e-01 2.685602512e-04 2.666481845e-04 -7.119693806e-03 -1.075552598e+00
2.838157891e-01 2.687109816e-04 2.667870880e-04 -7.159713381e-03 -1.075772320e+00
2.848508652e-01 2.688619921e-04 2.669262515e-04 -7.199755675e-03 -1.075991589e+00
2.858867760e-01 2.690132832e-04 2.670656755e-04 -7.239819883e-03 -1.076210403e+00
2.869235219e-01 2.691648552e-04 2.672053605e-04 -7.279905203e-03 -1.076428760e+00
2.879611037e-01 2.693167085e-04 2.673453073e-04 -7.320010840e-03 -1.076646661e+00
2.889995220e-01 2.694688436e-04 2.674855163e-04 -7.360135992e-03 -1.076864103e+00
2.900387776e-01 2.696212609e-04 2.676259881e-04 -7.400279860e-03 -1.077081086e+00
2.910788711e-01 2.697739608e-04 2.677667234e-04 -7.440441646e-03 -1.077297608e+00
2.921198031e-01 2.699269437e-04 2.679077227e-04 -7.480620556e-03 -1.077513669e+00
2.931615744e-01 2.700802100e-04 2.680489865e-04 -7.520815791e-03 -1.077729266e+00
2.942041857e-01 2.702337602e-04 2.681905156e-04 -7.561026557e-03 -1.077944399e+00
2.952476375e-01 2.703875946e-04 2.683323103e-04 -7.601252064e-03 -1.078159068e+00
2.962919306e-01 2.705417136e-04 2.684743714e-04 -7.641491520e-03 -1.078373269e+00
2.973370657e-01 2.706961178e-04 2.686166995e-04 -7.681744136e-03 -1.078587004e+00
2.983830434e-01 2.708508074e-04 2.687592950e-04 -7.722009124e-03 -1.078800270e+00
2.994298645e-01 2.710057829e-04 2.689021586e-04 -7.762285701e-03 -1.079013065e+00
3.004775295e-01 2.711610447e-04 2.690452909e-04 -7.802573083e-03 -1.079225391e+00
3.015260392e-01 2.713165933e-04 2.691886924e-04 -7.842870484e-03 -1.079437244e+00
3.025753943e-01 2.714724290e-04 2.693323638e-04 -7.883177123e-03 -1.079648624e+00
3.036255954e-01 2.716285523e-04 2.694763056e-04 -7.923492221e-03 -1.079859529e+00
3.046766433e-01 2.717849636e-04 2.696205184e-04 -7.963814995e-03 -1.080069960e+00
3.057285385e-01 2.719416633e-04 2.697650029e-04 -8.004144668e-03 -1.080279914e+00
3.067812818e-01 2.720986518e-04 2.699097595e-04 -8.044480465e-03 -1.080489390e+00
3.078348740e-01 2.722559295e-04 2.700547889e-04 -8.084821611e-03 -1.080698388e+00
3.088893155e-01 2.724134969e-04 2.702000916e-04 -8.125167332e-03 -1.080906906e+00
3.099446072e-01 2.725713543e-04 2.703456683e-04 -8.165516858e-03 -1.081114943e+00
3.110007498e-01 2.727295022e-04 2.704915196e-04 -8.205869422e-03 -1.081322498e+00
3.120577439e-01 2.728879411e-04 2.706376459e-04 -8.246224254e-03 -1.081529570e+00
3.131155901e-01 2.730466713e-04 2.707840480e-04 -8.286580589e-03 -1.081736157e+00
3.141742893e-01 2.732056932e-04 2.709307264e-04 -8.326937661e-03 -1.081942260e+00
3.152338420e-01 2.733650073e-04 2.710776817e-04 -8.367294707e-03 -1.082147876e+00
3.162942490e-01 2.735246140e-04 2.712249145e-04 -8.407650965e-03 -1.082353005e+00
3.173555109e-01 2.736845137e-04 2.713724253e-04 -8.448005672e-03 -1.082557645e+00
3.184176285e-01 2.738447068e-04 2.715202148e-04 -8.488358072e-03 -1.082761795e+00
3.194806024e-01 2.740051937e-04 2.716682836e-04 -8.528707408e-03 -1.082965455e+00
3.205444334e-01 2.741659750e-04 2.718166322e-04 -8.569052924e-03 -1.083168623e+00
3.216091220e-01 2.743270509e-04 2.719652613e-04 -8.609393867e-03 -1.083371299e+00
3.226746691e-01 2.744884220e-04 2.721141714e-04 -8.649729488e-03 -1.083573480e+00
3.237410752e-01 2.746500886e-04 2.722633631e-04 -8.690059036e-03 -1.083775166e+00
3.248083412e-01 2.748120511e-04 2.724128370e-04 -8.730381762e-03 -1.083976357e+00
3.258764676e-01 2.749743101e-04 2.725625937e-04 -8.770696921e-03 -1.084177050e+00
3.269454552e-01 2.751368658e-04 2.727126339e-04 -8.811003768e-03 -1.084377245e+00
3.280153047e-01 2.752997188e-04 2.728629580e-04 -8.851301559e-03 -1.084576941e+00
3.290860167e-01 2.754628695e-04 2.730135667e-04 -8.891589552e-03 -1.084776137e+00
3.301575920e-01 2.756263182e-04 2.731644606e-04 -8.931867009e-03 -1.084974832e+00
3.312300313e-01 2.757900654e-04 2.733156402e-04 -8.972133191e-03 -1.085173024e+00
3.323033352e-01 2.759541116e-04 2.734671063e-04 -9.012387363e-03 -1.085370712e+00
3.333775045e-01 2.761184571e-04 2.736188593e-04 -9.052628792e-03 -1.085567897e+00
3.344525398e-01 2.762831025e-04 2.737708998e-04 -9.092856746e-03 -1.085764576e+00
3.355284418e-01 2.764480480e-04 2.739232285e-04 -9.133070494e-03 -1.085960748e+00
3.366052113e-01 2.766132942e-04 2.740758459e-04 -9.173269309e-03 -1.086156413e+00
3.376828490e-01 2.767788414e-04 2.742287527e-04 -9.213452462e-03 -1.086351570e+00
3.387613555e-01 2.769446901e-04 2.743819494e-04 -9.253619230e-03 -1.086546217e+00
3.398407315e-01 2.771108408e-04 2.745354366e-04 -9.293768889e-03 -1.086740353e+00
3.409209778e-01 2.772772938e-04 2.746892150e-04 -9.333900719e-03 -1.086933978e+00
3.420020951e-01 2.774440495e-04 2.748432851e-04 -9.374014000e-03 -1.087127090e+00
3.430840839e-01 2.776111085e-04 2.749976475e-04 -9.414108015e-03 -1.087319689e+00
3.441669452e-01 2.777784711e-04 2.751523029e-04 -9.454182051e-03 -1.087511773e+00
3.452506795e-01 2.779461378e-04 2.753072517e-04 -9.494235392e-03 -1.087703342e+00
3.463352875e-01 2.781141089e-04 2.754624947e-04 -9.534267329e-03 -1.087894394e+00
3.474207701e-01 2.782823850e-04 2.756180324e-04 -9.574277151e-03 -1.088084928e+00
3.485071278e-01 2.784509665e-04 2.757738653e-04 -9.614264151e-03 -1.088274944e+00
3.495943613e-01 2.786198537e-04 2.759299942e-04 -9.654227623e-03 -1.088464440e+00
3.506824715e-01 2.787890472e-04 2.760864196e-04 -9.694166865e-03 -1.088653416e+00
3.517714589e-01 2.789585472e-04 2.762431421e-04 -9.734081176e-03 -1.088841870e+00
3.528613244e-01 2.791283544e-04 2.764001623e-04 -9.773969854e-03 -1.089029802e+00
3.539520685e-01 2.792984691e-04 2.765574808e-04 -9.813832204e-03 -1.089217211e+00
3.550436920e-01 2.794688917e-04 2.767150982e-04 -9.853667530e-03 -1.089404094e+00
3.561361957e-01 2.796396227e-04 2.768730151e-04 -9.893475139e-03 -1.089590453e+00
3.572295802e-01 2.798106625e-04 2.770312320e-04 -9.933254341e-03 -1.089776285e+00
3.583238463e-01 2.799820116e-04 2.771897497e-04 -9.973004446e-03 -1.089961590e+00
3.594189946e-01 2.801536703e-04 2.773485687e-04 -1.001272477e-02 -1.090146367e+00
3.605150258e-01 2.803256391e-04 2.775076896e-04 -1.005241462e-02 -1.090330614e+00
3.616119408e-01 2.804979185e-04 2.776671130e-04 -1.009207332e-02 -1.090514331e+00
3.627097401e-01 2.806705089e-04 2.778268394e-04 -1.013170019e-02 -1.090697518e+00
3.638084245e-01 2.808434107e-04 2.779868696e-04 -1.017129456e-02 -1.090880172e+00
3.649079947e-01 2.810166243e-04 2.781472041e-04 -1.021085573e-02 -1.091062293e+00
3.660084515e-01 2.811901502e-04 2.783078434e-04 -1.025038305e-02 -1.091243880e+00
3.671097955e-01 2.813639888e-04 2.784687883e-04 -1.028987583e-02 -1.091424933e+00
3.682120275e-01 2.815381406e-04 2.786300393e-04 -1.032933340e-02 -1.091605450e+00
3.693151481e-01 2.817126060e-04 2.787915970e-04 -1.036875509e-02 -1.091785430e+00
3.704191581e-01 2.818873854e-04 2.789534620e-04 -1.040814024e-02 -1.091964872e+00
3.715240583e-01 2.820624793e-04 2.791156349e-04 -1.044748820e-02 -1.092143776e+00
3.726298492e-01 2.822378881e-04 2.792781163e-04 -1.048679829e-02 -1.092322141e+00
3.737365318e-01 2.824136122e-04 2.794409068e-04 -1.052606986e-02 -1.092499965e+00
3.748441065e-01 2.825896521e-04 2.796040070e-04 -1.056530225e-02 -1.092677248e+00
3.759525743e-01 2.827660083e-04 2.797674176e-04 -1.060449482e-02 -1.092853989e+00
3.770619357e-01 2.829426811e-04 2.799311391e-04 -1.064364689e-02 -1.093030187e+00
3.781721916e-01 2.831196710e-04 2.800951721e-04 -1.068275782e-02 -1.093205841e+00
3.792833426e-01 2.832969784e-04 2.802595172e-04 -1.072182697e-02 -1.093380950e+00
3.803953895e-01 2.834746038e-04 2.804241751e-04 -1.076085367e-02 -1.093555514e+00
3.815083330e-01 2.836525477e-04 2.805891463e-04 -1.079983731e-02 -1.093729531e+00
3.826221738e-01 2.838308104e-04 2.807544315e-04 -1.083877723e-02 -1.093903000e+00
3.837369126e-01 2.840093924e-04 2.809200311e-04 -1.087767280e-02 -1.094075922e+00
3.848525502e-01 2.841882941e-04 2.810859460e-04 -1.091652338e-02 -1.094248294e+00
3.859690872e-01 2.843675161e-04 2.812521766e-04 -1.095532833e-02 -1.094420116e+00
3.870865245e-01 2.845470586e-04 2.814187235e-04 -1.099408702e-02 -1.094591388e+00
3.882048627e-01 2.847269223e-04 2.815855874e-04 -1.103279883e-02 -1.094762108e+00
3.893241025e-01 2.849071074e-04 2.817527689e-04 -1.107146312e-02 -1.094932275e+00
3.904442448e-01 2.850876145e-04 2.819202685e-04 -1.111007927e-02 -1.095101888e+00
3.915652901e-01 2.852684440e-04 2.820880869e-04 -1.114864665e-02 -1.095270948e+00
3.926872393e-01 2.854495964e-04 2.822562247e-04 -1.118716464e-02 -1.095439452e+00
3.938100931e-01 2.856310720e-04 2.824246825e-04 -1.122563263e-02 -1.095607401e+00
3.949338522e-01 2.858128714e-04 2.825934609e-04 -1.126405000e-02 -1.095774793e+00
3.960585173e-01 2.859949949e-04 2.827625605e-04 -1.130241613e-02 -1.095941627e+00
3.971840892e-01 2.861774431e-04 2.829319819e-04 -1.134073042e-02 -1.096107903e+00
3.983105685e-01 2.863602163e-04 2.831017256e-04 -1.137899226e-02 -1.096273619e+00
3.994379561e-01 2.865433151e-04 2.832717924e-04 -1.141720105e-02 -1.096438776e+00
4.005662526e-01 2.867267398e-04 2.834421828e-04 -1.145535617e-02 -1.096603372e+00
4.016954589e-01 2.869104909e-04 2.836128975e-04 -1.149345704e-02 -1.096767406e+00
4.028255755e-01 2.870945689e-04 2.837839370e-04 -1.153150306e-02 -1.096930878e+00
4.039566033e-01 2.872789741e-04 2.839553019e-04 -1.156949361e-02 -1.097093787e+00
4.050885430e-01 2.874637071e-04 2.841269928e-04 -1.160742812e-02 -1.097256131e+00
4.062213953e-01 2.876487683e-04 2.842990104e-04 -1.164530598e-02 -1.097417911e+00
4.073551610e-01 2.878341582e-04 2.844713553e-04 -1.168312662e-02 -1.097579125e+00
4.084898408e-01 2.880198771e-04 2.846440280e-04 -1.172088944e-02 -1.097739773e+00
4.096254354e-01 2.882059256e-04 2.848170292e-04 -1.175859385e-02 -1.097899854e+00
4.107619456e-01 2.883923041e-04 2.849903595e-04 -1.179623927e-02 -1.098059367e+00
4.118993721e-01 2.885790130e-04 2.851640194e-04 -1.183382512e-02 -1.098218311e+00
4.130377157e-01 2.887660528e-04 2.853380097e-04 -1.187135082e-02 -1.098376686e+00
4.141769770e-01 2.889534240e-04 2.855123309e-04 -1.190881580e-02 -1.098534491e+00
4.153171569e-01 2.891411269e-04 2.856869835e-04 -1.194621949e-02 -1.098691725e+00
4.164582560e-01 2.893291621e-04 2.858619683e-04 -1.198356131e-02 -1.098848387e+00
4.176002752e-01 2.895175299e-04 2.860372858e-04 -1.202084070e-02 -1.099004477e+00
4.187432151e-01 2.897062310e-04 2.862129367e-04 -1.205805710e-02 -1.099159993e+00
4.198870765e-01 2.898952656e-04 2.863889215e-04 -1.209520995e-02 -1.099314936e+00
4.210318601e-01 2.900846342e-04 2.865652408e-04 -1.213229869e-02 -1.099469304e+00
4.221775667e-01 2.902743374e-04 2.867418953e-04 -1.216932276e-02 -1.099623097e+00
4.233241971e-01 2.904643755e-04 2.869188855e-04 -1.220628161e-02 -1.099776314e+00
4.244717519e-01 2.906547490e-04 2.870962121e-04 -1.224317468e-02 -1.099928954e+00
4.256202319e-01 2.908454584e-04 2.872738757e-04 -1.228000143e-02 -1.100081017e+00
4.267696379e-01 2.910365041e-04 2.874518769e-04 -1.231676132e-02 -1.100232501e+00
4.279199706e-01 2.912278865e-04 2.876302163e-04 -1.235345380e-02 -1.100383407e+00
4.290712308e-01 2.914196062e-04 2.878088945e-04 -1.239007832e-02 -1.100533733e+00
4.302234191e-01 2.916116636e-04 2.879879121e-04 -1.242663434e-02 -1.100683479e+00
4.313765364e-01 2.918040591e-04 2.881672697e-04 -1.246312134e-02 -1.100832644e+00
4.325305834e-01 2.919967932e-04 2.883469679e-04 -1.249953877e-02 -1.100981227e+00
4.336855609e-01 2.921898663e-04 2.885270074e-04 -1.253588610e-02 -1.101129228e+00
4.348414696e-01 2.923832789e-04 2.887073888e-04 -1.257216280e-02 -1.101276646e+00
4.359983102e-01 2.925770315e-04 2.888881126e-04 -1.260836834e-02 -1.101423480e+00
4.371560835e-01 2.927711245e-04 2.890691794e-04 -1.264450221e-02 -1.101569730e+00
4.383147903e-01 2.929655584e-04 2.892505900e-04 -1.268056387e-02 -1.101715395e+00
4.394744312e-01 2.931603336e-04 2.894323448e-04 -1.271655281e-02 -1.101860475e+00
4.406350072e-01 2.933554506e-04 2.896144445e-04 -1.275246852e-02 -1.102004968e+00
4.417965188e-01 2.935509099e-04 2.897968897e-04 -1.278831049e-02 -1.102148874e+00
4.429589670e-01 2.937467118e-04 2.899796810e-04 -1.282407820e-02 -1.102292193e+00
4.441223523e-01 2.939428570e-04 2.901628191e-04 -1.285977116e-02 -1.102434924e+00
4.452866756e-01 2.941393457e-04 2.903463045e-04 -1.289538885e-02 -1.102577065e+00
4.464519377e-01 2.943361785e-04 2.905301378e-04 -1.293093077e-02 -1.102718618e+00
4.476181392e-01 2.945333559e-04 2.907143197e-04 -1.296639642e-02 -1.102859580e+00
4.487852810e-01 2.947308783e-04 2.908988507e-04 -1.300178531e-02 -1.102999951e+00
4.499533638e-01 2.949287461e-04 2.910837315e-04 -1.303709694e-02 -1.103139732e+00
4.511223884e-01 2.951269599e-04 2.912689627e-04 -1.307233081e-02 -1.103278920e+00
4.522923555e-01 2.953255201e-04 2.914545448e-04 -1.310748645e-02 -1.103417516e+00
4.534632659e-01 2.955244271e-04 2.916404786e-04 -1.314256335e-02 -1.103555519e+00
4.546351203e-01 2.957236814e-04 2.918267645e-04 -1.317756104e-02 -1.103692928e+00
4.558079196e-01 2.959232835e-04 2.920134033e-04 -1.321247903e-02 -1.103829743e+00
4.569816644e-01 2.961232338e-04 2.922003955e-04 -1.324731684e-02 -1.103965963e+00
4.581563555e-01 2.963235329e-04 2.923877418e-04 -1.328207401e-02 -1.104101587e+00
4.593319937e-01 2.965241811e-04 2.925754427e-04 -1.331675005e-02 -1.104236616e+00
4.605085798e-01 2.967251789e-04 2.927634988e-04 -1.335134450e-02 -1.104371047e+00
4.616861145e-01 2.969265268e-04 2.929519108e-04 -1.338585690e-02 -1.104504882e+00
4.628645987e-01 2.971282253e-04 2.931406793e-04 -1.342028677e-02 -1.104638119e+00
4.640440329e-01 2.973302748e-04 2.933298049e-04 -1.345463366e-02 -1.104770758e+00
4.652244181e-01 2.975326758e-04 2.935192881e-04 -1.348889710e-02 -1.104902798e+00
4.664057549e-01 2.977354287e-04 2.937091297e-04 -1.352307664e-02 -1.105034239e+00
4.675880442e-01 2.979385341e-04 2.938993302e-04 -1.355717182e-02 -1.105165080e+00
4.687712868e-01 2.981419923e-04 2.940898902e-04 -1.359118219e-02 -1.105295320e+00
4.699554833e-01 2.983458039e-04 2.942808103e-04 -1.362510731e-02 -1.105424959e+00
4.711406346e-01 2.985499693e-04 2.944720912e-04 -1.365894673e-02 -1.105553997e+00
4.723267414e-01 2.987544890e-04 2.946637334e-04 -1.369269999e-02 -1.105682433e+00
4.735138045e-01 2.989593635e-04 2.948557377e-04 -1.372636667e-02 -1.105810267e+00
4.747018247e-01 2.991645932e-04 2.950481044e-04 -1.375994632e-02 -1.105937497e+00
4.758908027e-01 2.993701786e-04 2.952408344e-04 -1.379343850e-02 -1.106064124e+00
4.770807393e-01 2.995761201e-04 2.954339282e-04 -1.382684279e-02 -1.106190147e+00
4.782716353e-01 2.997824182e-04 2.956273863e-04 -1.386015876e-02 -1.106315565e+00
4.794634915e-01 2.999890735e-04 2.958212095e-04 -1.389338599e-02 -1.106440378e+00
4.806563086e-01 3.001960863e-04 2.960153983e-04 -1.392652404e-02 -1.106564586e+00
4.818500874e-01 3.004034572e-04 2.962099534e-04 -1.395957251e-02 -1.106688188e+00
4.830448287e-01 3.006111866e-04 2.964048752e-04 -1.399253096e-02 -1.106811183e+00
4.842405333e-01 3.008192749e-04 2.966001646e-04 -1.402539898e-02 -1.106933572e+00
4.854372019e-01 3.010277227e-04 2.967958220e-04 -1.405817617e-02 -1.107055353e+00
4.866348353e-01 3.012365305e-04 2.969918481e-04 -1.409086210e-02 -1.107176526e+00
4.878334343e-01 3.014456986e-04 2.971882434e-04 -1.412345637e-02 -1.107297091e+00
4.890329997e-01 3.016552276e-04 2.973850087e-04 -1.415595858e-02 -1.107417047e+00
4.902335322e-01 3.018651179e-04 2.975821444e-04 -1.418836832e-02 -1.107536394e+00
4.914350326e-01 3.020753701e-04 2.977796513e-04 -1.422068520e-02 -1.107655132e+00
4.926375018e-01 3.022859845e-04 2.979775299e-04 -1.425290881e-02 -1.107773259e+00
4.938409404e-01 3.024969617e-04 2.981757809e-04 -1.428503877e-02 -1.107890776e+00
4.950453494e-01 3.027083021e-04 2.983744047e-04 -1.431707468e-02 -1.108007682e+00
4.962507293e-01 3.029200062e-04 2.985734022e-04 -1.434901615e-02 -1.108123977e+00
4.974570812e-01 3.031320746e-04 2.987727738e-04 -1.438086280e-02 -1.108239660e+00
4.986644056e-01 3.033445075e-04 2.989725202e-04 -1.441261424e-02 -1.108354730e+00
4.998727034e-01 3.035573056e-04 2.991726419e-04 -1.444427011e-02 -1.108469188e+00
5.010819755e-01 3.037704694e-04 2.993731397e-04 -1.447583001e-02 -1.108583034e+00
5.022922225e-01 3.039839992e-04 2.995740141e-04 -1.450729358e-02 -1.108696265e+00
5.035034452e-01 3.041978955e-04 2.997752656e-04 -1.453866044e-02 -1.108808884e+00
5.047156445e-01 3.044121589e-04 2.999768950e-04 -1.456993023e-02 -1.108920888e+00
5.059288212e-01 3.046267899e-04 3.001789029e-04 -1.460110257e-02 -1.109032277e+00
5.071429760e-01 3.048417888e-04 3.003812897e-04 -1.463217711e-02 -1.109143052e+00
5.083581097e-01 3.050571562e-04 3.005840563e-04 -1.466315349e-02 -1.109253211e+00
5.095742230e-01 3.052728925e-04 3.007872031e-04 -1.469403135e-02 -1.109362755e+00
5.107913169e-01 3.054889983e-04 3.009907307e-04 -1.472481034e-02 -1.109471682e+00
5.120093921e-01 3.057054740e-04 3.011946399e-04 -1.475549010e-02 -1.109579994e+00
5.132284493e-01 3.059223200e-04 3.013989311e-04 -1.478607028e-02 -1.109687689e+00
5.144484894e-01 3.061395369e-04 3.016036050e-04 -1.481655054e-02 -1.109794766e+00
5.156695132e-01 3.063571252e-04 3.018086623e-04 -1.484693054e-02 -1.109901227e+00
5.168915214e-01 3.065750853e-04 3.020141034e-04 -1.487720994e-02 -1.110007070e+00
5.181145148e-01 3.067934178e-04 3.022199291e-04 -1.490738839e-02 -1.110112294e+00
5.193384943e-01 3.070121230e-04 3.024261399e-04 -1.493746556e-02 -1.110216901e+00
5.205634606e-01 3.072312014e-04 3.026327365e-04 -1.496744112e-02 -1.110320889e+00
5.217894146e-01 3.074506537e-04 3.028397195e-04 -1.499731474e-02 -1.110424257e+00
5.230163570e-01 3.076704801e-04 3.030470894e-04 -1.502708607e-02 -1.110527007e+00
5.242442885e-01 3.078906813e-04 3.032548468e-04 -1.505675481e-02 -1.110629137e+00
5.254732102e-01 3.081112577e-04 3.034629925e-04 -1.508632063e-02 -1.110730647e+00
5.267031226e-01 3.083322098e-04 3.036715269e-04 -1.511578321e-02 -1.110831537e+00
5.279340266e-01 3.085535380e-04 3.038804508e-04 -1.514514224e-02 -1.110931807e+00
5.291659231e-01 3.087752429e-04 3.040897647e-04 -1.517439740e-02 -1.111031455e+00
5.303988128e-01 3.089973250e-04 3.042994692e-04 -1.520354838e-02 -1.111130483e+00
5.316326965e-01 3.092197846e-04 3.045095649e-04 -1.523259488e-02 -1.111228890e+00
5.328675750e-01 3.094426224e-04 3.047200525e-04 -1.526153660e-02 -1.111326675e+00
5.341034491e-01 3.096658387e-04 3.049309325e-04 -1.529037323e-02 -1.111423838e+00
5.353403197e-01 3.098894342e-04 3.051422055e-04 -1.531910447e-02 -1.111520379e+00
5.365781875e-01 3.101134092e-04 3.053538723e-04 -1.534773003e-02 -1.111616298e+00
5.378170533e-01 3.103377642e-04 3.055659333e-04 -1.537624961e-02 -1.111711594e+00
5.390569180e-01 3.105624998e-04 3.057783892e-04 -1.540466293e-02 -1.111806268e+00
5.402977823e-01 3.107876164e-04 3.059912405e-04 -1.543296970e-02 -1.111900319e+00
5.415396470e-01 3.110131145e-04 3.062044880e-04 -1.546116963e-02 -1.111993746e+00
5.427825130e-01 3.112389947e-04 3.064181322e-04 -1.548926243e-02 -1.112086550e+00
5.440263811e-01 3.114652573e-04 3.066321737e-04 -1.551724783e-02 -1.112178730e+00
5.452712520e-01 3.116919029e-04 3.068466131e-04 -1.554512556e-02 -1.112270286e+00
5.465171266e-01 3.119189320e-04 3.070614511e-04 -1.557289534e-02 -1.112361218e+00
5.477640057e-01 3.121463450e-04 3.072766882e-04 -1.560055689e-02 -1.112451526e+00
5.490118900e-01 3.123741425e-04 3.074923250e-04 -1.562810995e-02 -1.112541209e+00
5.502607805e-01 3.126023249e-04 3.077083622e-04 -1.565555425e-02 -1.112630268e+00
5.515106779e-01 3.128308927e-04 3.079248004e-04 -1.568288953e-02 -1.112718702e+00
5.527615831e-01 3.130598465e-04 3.081416401e-04 -1.571011552e-02 -1.112806510e+00
5.540134968e-01 3.132891867e-04 3.083588821e-04 -1.573723197e-02 -1.112893694e+00
5.552664198e-01 3.135189138e-04 3.085765268e-04 -1.576423862e-02 -1.112980252e+00
5.565203530e-01 3.137490282e-04 3.087945749e-04 -1.579113522e-02 -1.113066184e+00
